"name"	"year"	"month"	"total_flights"	"n_distinct_destination"	"avg_air_time"	"avg_distance"	"perc_delayed"
"Alexandria Intl"	2017	8	80	2	37.2234	229.5745	0.1915
"Dallas Love Fld"	2017	8	5734	55	94.0433	698.0546	0.2631
"Worcester Regional Airport"	2017	8	61	2	151.9516	1151	0.1935
"Kona Intl At Keahole"	2017	8	1270	12	120.1482	986.0839	0.0384
"Augusta Rgnl At Bush Fld"	2017	8	174	1	32.9713	143	0.0862
"Waterloo Regional Airport"	2017	8	57	1	42.9483	234	0.1034
"Barnstable Muni Boardman Polando Fld"	2017	8	31	1	41.0323	196	0.1935
"Columbia Metropolitan"	2017	8	335	4	58.9826	359.1192	0.1163
"John Wayne Arpt Orange Co"	2017	8	3642	19	99.8125	762.9771	0.1695
"Myrtle Beach Intl"	2017	8	730	20	74.0217	507.8723	0.1304
"Rick Husband Amarillo Intl"	2017	8	232	5	62.2032	445.4064	0.1554
"Hays Regional Airport"	2017	8	53	1	52.3148	298	0.1481
"Ketchikan Intl"	2017	8	267	4	73.2296	509.6778	0.1148
"Roswell Intl Air Center"	2017	8	31	1	71.7742	433	0.0323
"Indianapolis Intl"	2017	8	2409	28	111.9021	793.7657	0.1331
"Bangor Intl"	2017	8	139	3	102.7808	639.7671	0.2397
"St George Muni"	2017	8	225	3	54.0929	336.469	0.0841
"Manhattan Reigonal"	2017	8	127	2	68.5433	453.0472	0.2047
"Eagle Co Rgnl"	2017	8	38	2	98.425	768.925	0.075
"Gainesville Rgnl"	2017	8	109	1	52.7706	300	0.1009
"Sawyer International Airport"	2017	8	89	2	54.8989	331.9326	0.1011
"Bishop International"	2017	8	348	4	58.8952	328.4561	0.136
"Gerald R Ford Intl"	2017	8	979	10	63.725	401.509	0.129
"Fayetteville Regional Grannis Field"	2017	8	115	1	60.4696	331	0.1478
"Brunswick Golden Isles Airport"	2017	8	74	1	43.3514	238	0.1892
"Greater Rochester Intl"	2017	8	735	11	72.6496	461.2598	0.1627
"San Antonio Intl"	2017	8	2749	30	100.2406	747.7814	0.1466
"Harrisburg Intl"	2017	8	279	4	82.6092	522.1796	0.1197
"Easterwood Fld"	2017	8	86	2	24.2755	110.7347	0.0816
"Lincoln"	2017	8	291	5	69.3185	440.1918	0.0925
"Memphis Intl"	2017	8	1262	19	81.3216	573.249	0.1436
"Charlottesville-Albemarle"	2017	8	155	3	80.7898	510.9172	0.1975
"Plattsburgh Intl"	2017	8	42	3	148.5714	1114.6667	0.0714
"Norfolk Intl"	2017	8	1077	14	79.7735	507.7238	0.1327
"Valley Intl"	2017	8	171	3	38.5837	279.0766	0.177
"Magic Valley Regional Airport"	2017	8	89	1	33.7079	175	0.0674
"Mobile Rgnl"	2017	8	307	3	58.2507	394.0955	0.1164
"City Of Colorado Springs Muni"	2017	8	913	13	86.0829	629.0678	0.1679
"Pellston Regional Airport of Emmet County Airport"	2017	8	111	2	39.2432	206.9459	0.1081
"Laredo Intl"	2017	8	155	2	50.6322	349.592	0.1207
"Joplin Rgnl"	2017	8	62	1	55.9032	327	0.1935
"Albuquerque International Sunport"	2017	8	1714	23	96.1107	732.1085	0.1499
"Central Wisconsin"	2017	8	110	1	46.5789	213	0.1667
"Dallas Fort Worth Intl"	2017	8	15771	103	123.6412	938.4181	0.2027
"Wilmington Intl"	2017	8	144	3	51.8552	279.6552	0.1448
"Kodiak"	2017	8	52	1	37.7414	253	0.1207
"Atlantic City Intl"	2017	8	306	7	108.329	782.4	0.1742
"Detroit Metro Wayne Co"	2017	8	11369	101	99.4659	698.1536	0.1369
"John F Kennedy Intl"	2017	8	8322	57	202.3422	1507.1291	0.2456
"Central Illinois Rgnl"	2017	8	200	3	55.5572	324.7761	0.1144
"Muskegon County Airport"	2017	8	55	1	29.431	118	0.1552
"Richmond Intl"	2017	8	1388	13	84.7858	555.9566	0.1658
"Hattiesburg Laurel Regional Airport"	2017	8	61	1	18.3548	69	0.2903
"Kansas City Intl"	2017	8	3953	40	101.7038	745.5635	0.1354
"Ronald Reagan Washington Natl"	2017	8	6354	47	109.8029	776.2479	0.1627
"Idaho Falls Rgnl"	2017	8	247	3	50.5142	307.0486	0.1012
"Tulsa Intl"	2017	8	1074	14	71.6119	498.9876	0.1252
"Southwest Georgia Regional Airport"	2017	8	41	1	36.2927	145	0.1463
"Springfield Branson Natl"	2017	8	243	4	76.3622	538.8622	0.1102
"Friedman Mem"	2017	8	164	5	58.6864	378.8284	0.213
"Savannah Hilton Head Intl"	2017	8	737	10	73.4453	512.9091	0.1318
"Ted Stevens Anchorage Intl"	2017	8	1976	26	176.3439	1444.1202	0.0704
"Birmingham Intl"	2017	8	984	13	73.2899	493.742	0.1246
"George Bush Intercontinental"	2017	8	9182	104	96.7101	867.9827	0.1318
"Yeager"	2017	8	137	4	75.6224	501.0909	0.1119
"Falls Intl"	2017	8	52	1	46	255	0.0962
"Brownsville South Padre Island Intl"	2017	8	67	1	44.9877	308	0.1605
"Greater Binghamton Edwin A Link Fld"	2017	8	87	1	62.2472	378	0.1461
"San Angelo Rgnl Mathis Fld"	2017	8	93	1	42.5054	229	0.1935
"Lihue"	2017	8	1178	11	119.2736	983.0186	0.0557
"Melbourne Intl"	2017	8	134	1	67.7836	442	0.0224
"Charlotte Douglas Intl"	2017	8	9766	68	105.3599	755.034	0.1767
"Pittsburgh Intl"	2017	8	2620	28	108.8826	772.1092	0.1328
"Nome"	2017	8	62	2	71.2903	510.2903	0.0645
"Lubbock Preston Smith Intl"	2017	8	323	7	60.9827	412.8642	0.2139
"Missoula Intl"	2017	8	316	6	101.7468	751.0665	0.1203
"Cincinnati Northern Kentucky Intl"	2017	8	1965	35	110.9112	770.6959	0.147
"Panama City-NW Florida Bea."	2017	8	402	9	62.1702	423.6572	0.1158
"Albert J Ellis"	2017	8	63	1	65.1746	399	0.1905
"William P Hobby"	2017	8	3838	47	78.7007	703.2628	0.21
"Aspen Pitkin County Sardy Field"	2017	8	476	7	69.2308	460.6715	0.1996
"Des Moines Intl"	2017	8	709	11	88.3268	613.9318	0.1029
"South Bend Rgnl"	2017	8	487	5	55.1731	311.9206	0.0998
"Devils Lake Regional Airport"	2017	8	53	2	49.3396	313.3774	0.1321
"Laramie Regional Airport"	2017	8	54	1	26.6296	113	0.2037
"Martha\\'s Vineyard"	2017	8	74	2	31.6216	129.8514	0.3243
"Cedar Rapids"	2017	8	561	6	63.4534	392.7768	0.1318
"Rhinelander Oneida County Airport"	2017	8	62	1	41.4677	190	0.0806
"Hartsfield Jackson Atlanta Intl"	2017	8	31715	157	94.2265	676.3669	0.1286
"Nantucket Mem"	2017	8	173	3	39.1136	187.1023	0.2386
"Kalamazoo"	2017	8	225	3	31.5789	127	0.1842
"Rogue Valley Intl Medford"	2017	8	334	5	81.0944	558.1681	0.2183
"Huntsville International Airport-Carl T Jones Field"	2017	8	352	4	50.8428	317.4038	0.0813
"Tucson Intl"	2017	8	1115	13	99.2491	733.7598	0.1411
"Southwest Florida Intl"	2017	8	1606	24	121.5018	909.784	0.146
"Spokane Intl"	2017	8	1160	14	94.3313	696.8609	0.1288
"Jamestown Regional Airport"	2017	8	83	2	43.2619	263.8333	0.1786
"Sarasota Bradenton Intl"	2017	8	210	2	81.5333	532.1286	0.0952
"Tampa Intl"	2017	8	5486	53	118.3639	882.5785	0.1505
"Billings Logan International Airport"	2017	8	342	4	74.2128	531.5277	0.0671
"General Mitchell Intl"	2017	8	2670	27	103.2463	732.5524	0.1198
"Sioux Falls"	2017	8	438	5	68.5727	457.7614	0.1455
"Fairbanks Intl"	2017	8	352	4	151.5282	1218.839	0.0989
"Brainerd Lakes Rgnl"	2017	8	58	1	29.1897	114	0.1034
"Great Falls Intl"	2017	8	159	4	83.3208	607.0629	0.0629
"Fresno Yosemite Intl"	2017	8	744	9	75.2487	510.7553	0.1604
"Durango La Plata Co"	2017	8	101	3	48.4762	291.5524	0.1524
"Lewiston Nez Perce Co"	2017	8	91	1	66.8681	461	0.044
"Meadows Fld"	2017	8	207	3	73.4905	485.7905	0.1952
"Piedmont Triad"	2017	8	510	7	65.8876	418.9352	0.1543
"Niagara Falls Intl"	2017	8	39	3	106.0476	900.3571	0.0714
"Lovell Fld"	2017	8	312	4	56.962	334.5918	0.1804
"Minot Intl"	2017	8	124	2	76.4194	526.5	0.0726
"Chisholm Hibbing"	2017	8	54	1	37.5	174	0.037
"Palm Springs Intl"	2017	8	499	8	72.9002	488.1617	0.1697
"Dillingham"	2017	8	26	1	48.1154	329	0.0385
"Albany Intl"	2017	8	855	12	108.9631	714.5409	0.1719
"Will Rogers World"	2017	8	1215	19	86.5899	615.1255	0.1607
"Theodore Francis Green State"	2017	8	1180	13	102.9925	672.1372	0.1654
"Asheville Regional Airport"	2017	8	347	4	57.2655	334.6836	0.1808
"Denver Intl"	2017	8	20682	131	115.3111	900.8786	0.1913
"Sloulin Fld Intl"	2017	8	91	2	82.8901	555.5604	0.0769
"Lambert St Louis Intl"	2017	8	4895	51	99.6087	727.5565	0.166
"Reno Tahoe Intl"	2017	8	1466	17	85.3507	624.9473	0.1939
"Kahului"	2017	8	2075	16	147.3687	1228.3437	0.0499
"Rock Springs Sweetwater County Airport"	2017	8	58	1	45.7759	260	0.0517
"Houghton County Memorial Airport"	2017	8	61	1	62.1129	360	0.0806
"Tri-Cities Regional Airport"	2017	8	145	1	42.5102	227	0.0816
"Southwest Oregon Regional Airport"	2017	8	40	2	85.65	553.3	0.5
"James M Cox Dayton Intl"	2017	8	464	7	73.4449	448.6208	0.1356
"Baton Rouge Metro Ryan Fld"	2017	8	570	4	62.9983	414.4027	0.1591
"Cedar City Rgnl"	2017	8	54	1	39.1481	221	0.0926
"Montrose Regional Airport"	2017	8	36	2	84.7857	735.5476	0.119
"Columbus Metropolitan Airport"	2017	8	97	1	24.8866	83	0.1546
"Santa Fe Muni"	2017	8	124	2	70.072	506.112	0.184
"Tallahassee Rgnl"	2017	8	188	1	42.3936	223	0.1277
"Bethel"	2017	8	84	1	57.0235	399	0.0706
"General Edward Lawrence Logan Intl"	2017	8	11136	59	150.5458	1058.5348	0.1839
"Shreveport Rgnl"	2017	8	332	4	56.6141	353.031	0.138
"Evansville Regional"	2017	8	186	3	56.6277	300.9734	0.0532
"Yellowstone Airport"	2017	8	59	1	46.0339	273	0.1017
"Bradley Intl"	2017	8	1991	25	132.083	908.2501	0.1576
"Grand Junction Regional"	2017	8	234	3	48.7094	273.4017	0.0598
"Fort Wayne"	2017	8	478	5	52.3257	286.3133	0.1452
"St. Augustine Airport"	2017	8	7	1	102.2857	766	0.2857
"Lehigh Valley Intl"	2017	8	178	3	88.2333	562.2167	0.1
"Mc Ghee Tyson"	2017	8	532	9	73.0449	491.553	0.1777
"Phoenix Sky Harbor Intl"	2017	8	12897	88	124.6327	994.0173	0.1613
"Newport News Williamsburg Intl"	2017	8	92	1	82.413	508	0.0761
"Yampa Valley"	2017	8	74	2	49.6	309.8	0.1067
"Louisville International Airport"	2017	8	865	15	79.7007	533.0841	0.1491
"Minneapolis St Paul Intl"	2017	8	12731	113	108.5696	800.8253	0.0967
"Chippewa Valley Regional Airport"	2017	8	56	1	48.2241	269	0.1552
"Palm Beach Intl"	2017	8	1622	15	119.5436	889.6467	0.177
"Duluth Intl"	2017	8	265	2	48.281	254.8029	0.1569
"Wilkes Barre Scranton Intl"	2017	8	167	4	86.5562	535.8817	0.1538
"Arnold Palmer Regional Airport"	2017	8	92	3	101.6452	752.6667	0.086
"Delta County Airport"	2017	8	54	1	50.2593	306	0.1296
"Sitka Rocky Gutierrez"	2017	8	182	3	72.0385	501.4066	0.0604
"Lake Charles Rgnl"	2017	8	67	1	24.2317	127	0.0732
"Burlington Intl"	2017	8	282	4	80.939	508.4814	0.1797
"Akron Canton Regional Airport"	2017	8	446	8	78.8587	526.2627	0.1082
"Juneau Intl"	2017	8	501	7	73.2099	515.899	0.097
"Rochester"	2017	8	350	3	50.161	301.6667	0.1271
"Honolulu Intl"	2017	8	4376	27	145.0846	1234.9907	0.0482
"Tri Cities Airport"	2017	8	332	5	86.952	622.045	0.1291
"Aberdeen Regional Airport"	2017	8	62	1	46.4677	257	0.0161
"Jacksonville Intl"	2017	8	1425	17	78.1252	551.1816	0.1754
"Capital City"	2017	8	213	3	37.3009	180.5833	0.1111
"Redding Muni"	2017	8	89	1	41.0753	199	0.4086
"Lawton-Fort Sill Regional Airport"	2017	7	89	1	28.2308	140	0.1538
"Mc Allen Miller Intl"	2017	7	186	2	57.9251	365.9091	0.0909
"Petersburg James A. Johnson"	2017	7	61	2	20.0323	77	0.129
"Charleston Afb Intl"	2017	7	1227	21	84.7638	596.3002	0.1729
"Natrona Co Intl"	2017	7	61	2	58.7869	318.5246	0.0328
"Elko Regional Airport"	2017	7	55	1	37.1636	200	0.0545
"Los Angeles Intl"	2017	7	19060	76	167.5851	1342.8358	0.1658
"Miami Intl"	2017	7	5749	34	148.6123	1135.0865	0.2627
"Chicago Ohare Intl"	2017	7	24927	150	106.7978	797.271	0.2361
"Portland Intl"	2017	7	6020	48	146.5776	1156.6266	0.1053
"Yuma Mcas Yuma Intl"	2017	7	125	1	33.32	160	0.088
"Ontario Intl"	2017	7	1729	14	79.7295	566.2825	0.1599
"Montgomery Regional Airport"	2017	7	27	1	32.037	147	0.1481
"Appleton"	2017	7	344	4	53.9943	319.5824	0.0966
"Daytona Beach Intl"	2017	7	178	2	68.0618	457.4326	0.1067
"Yakutat"	2017	7	62	2	34.0161	205.5	0.0323
"La Guardia"	2017	7	7535	49	116.5524	844.3452	0.2338
"Austin Straubel Intl"	2017	7	396	4	49.1956	271.3814	0.1638
"Adak Airport"	2017	7	9	1	152.6667	1192	0.2222
"Wichita Mid Continent"	2017	7	702	10	87.2378	612.3102	0.1335
"Robert Gray Aaf"	2017	7	129	3	58.626	377.2443	0.1374
"Helena Rgnl"	2017	7	147	3	78	550.2517	0.0272
"Toledo"	2017	7	23	1	43.625	213	0.375
"Key West Intl"	2017	7	133	1	93.5038	646	0.0451
"Salt Lake City Intl"	2017	7	9984	84	102.0377	764.9305	0.1126
"Jackson Evers Intl"	2017	7	410	3	61.3164	383.3865	0.1087
"Ralph Wien Mem"	2017	7	56	2	52.4754	386.4426	0.0656
"Blue Grass"	2017	7	412	7	68.9977	405.71	0.2367
"Glacier Park Intl"	2017	7	365	7	109.8229	845.1989	0.1471
"Ford Airport"	2017	7	57	2	51.9298	296.6842	0.0526
"Gulfport-Biloxi"	2017	7	198	2	60.1111	362.303	0.1414
"San Francisco Intl"	2017	7	15708	80	149.4804	1213.9325	0.208
"Laughlin-Bullhead Intl"	2017	7	31	1	39.1613	188	0.2581
"Mbs Intl"	2017	7	249	3	35.9176	184.1922	0.1373
"Peoria Regional"	2017	7	290	4	51.4881	286.9017	0.2102
"Charles M Schulz Sonoma Co"	2017	7	148	2	51.6333	306.54	0.2533
"Nashville Intl"	2017	7	4876	42	100.0602	721.5404	0.1757
"El Paso Intl"	2017	7	928	11	88.0912	625.2586	0.1652
"Long Island Mac Arthur"	2017	7	392	5	108.7532	726.9135	0.1832
"Metropolitan Oakland Intl"	2017	7	4435	38	109.1594	827.4199	0.1458
"Chicago Midway Intl"	2017	7	7997	65	109.2082	819.6957	0.2043
"Port Columbus Intl"	2017	7	2120	26	103.1252	742.2151	0.1709
"Yellowstone Rgnl"	2017	7	122	3	57.0328	333.7377	0.0492
"NW Arkansas Regional"	2017	7	422	8	94.723	651.0235	0.1432
"Valdosta Regional Airport"	2017	7	85	1	45.3412	208	0.0941
"Monterey Peninsula"	2017	7	234	3	50.0723	260.3234	0.1404
"Gustavus Airport"	2017	7	31	1	14.3871	41	0.0968
"Craven Co Rgnl"	2017	7	59	1	71.2712	433	0.1356
"Alpena County Regional Airport"	2017	7	50	2	31.1698	144.4528	0.1509
"Dane Co Rgnl Truax Fld"	2017	7	837	7	61.6424	386.7479	0.1442
"Wrangell Airport"	2017	7	62	2	16.8065	56.5	0.1452
"King Salmon"	2017	7	31	1	45.3548	288	0.0645
"La Crosse Municipal"	2017	7	197	2	37.1294	174.403	0.1692
"Austin Bergstrom Intl"	2017	7	4606	42	122.3899	913.0496	0.1825
"Abraham Lincoln Capital"	2017	7	82	1	35.6782	174	0.1609
"Westchester Co"	2017	7	612	8	125.7141	904.4992	0.2132
"Roanoke Regional"	2017	7	162	2	60.6687	375.1472	0.1656
"Hector International Airport"	2017	7	196	3	61.3532	403.796	0.1841
"Key Field"	2017	7	91	3	67.5054	407	0.4086
"Sacramento Intl"	2017	7	3963	29	103.4867	788.4474	0.1265
"Ithaca Tompkins Rgnl"	2017	7	85	1	59.7176	353	0.0941
"Barkley Regional Airport"	2017	7	54	1	66.6316	342	0.2281
"Gallatin Field"	2017	7	635	12	104.6044	802.9199	0.1083
"Seattle Tacoma Intl"	2017	7	13353	73	161.6117	1295.1064	0.1093
"Bismarck Municipal Airport"	2017	7	211	4	72.3066	495.5849	0.1698
"Gillette-Campbell County Airport"	2017	7	81	1	50.5	313	0.1071
"Flagstaff Pulliam Airport"	2017	7	123	1	27.8468	119	0.0968
"Greenville-Spartanburg International"	2017	7	500	6	57.072	350.5992	0.179
"San Diego Intl"	2017	7	7828	51	134.7042	1057.341	0.1405
"Pensacola Rgnl"	2017	7	533	11	68.133	435.339	0.1255
"Eglin Afb"	2017	7	351	3	61.6856	365.4533	0.1331
"Long Beach"	2017	7	1362	14	88.1104	645.6974	0.1784
"Merle K Mudhole Smith"	2017	7	61	2	34.6613	186.5	0.0484
"Cherry Capital Airport"	2017	7	505	6	49.2757	277.6155	0.2388
"Pocatello Regional Airport"	2017	7	80	1	31.1625	150	0.0625
"Norman Y Mineta San Jose Intl"	2017	7	4243	31	108.1915	803.1955	0.1216
"University Park Airport"	2017	7	145	2	66.5946	396.0946	0.1892
"Mahlon Sweet Fld"	2017	7	389	6	84.3933	585.4807	0.144
"Monroe Rgnl"	2017	7	164	2	63.9398	385.253	0.1386
"Cleveland Hopkins Intl"	2017	7	3147	34	105.831	757.8147	0.153
"Corpus Christi Intl"	2017	7	215	2	35.6652	193.8416	0.1629
"Alexandria Intl"	2017	7	111	2	48.6757	276.5766	0.1081
"Dallas Love Fld"	2017	7	5813	55	95.5323	700.6089	0.2291
"Worcester Regional Airport"	2017	7	61	2	154.1613	1151	0.2097
"Kona Intl At Keahole"	2017	7	1319	12	128.6649	1060.1864	0.0483
"Augusta Rgnl At Bush Fld"	2017	7	185	1	30.9841	143	0.2222
"Waterloo Regional Airport"	2017	7	54	1	40.7368	234	0.193
"Barnstable Muni Boardman Polando Fld"	2017	7	31	1	41.6452	196	0.3226
"Columbia Metropolitan"	2017	7	343	4	58.0632	344.2845	0.1408
"John Wayne Arpt Orange Co"	2017	7	3584	19	104.6367	774.9659	0.1278
"Myrtle Beach Intl"	2017	7	703	20	73.5346	512.903	0.1427
"Rick Husband Amarillo Intl"	2017	7	236	4	67.8945	450.903	0.1139
"Hays Regional Airport"	2017	7	51	1	52.3846	298	0.1154
"Ketchikan Intl"	2017	7	272	4	74.5568	513.1832	0.0879
"Roswell Intl Air Center"	2017	7	31	1	71.1613	433	0.0645
"Indianapolis Intl"	2017	7	2490	28	110.3313	801.0672	0.1523
"Bangor Intl"	2017	7	135	3	96.9862	641.469	0.3172
"St George Muni"	2017	7	219	3	55.0868	336.2922	0.0776
"Manhattan Reigonal"	2017	7	138	2	69.1	459.5	0.1857
"Eagle Co Rgnl"	2017	7	40	2	106.675	768.925	0.075
"Gainesville Rgnl"	2017	7	121	1	51.1885	300	0.2541
"Sawyer International Airport"	2017	7	86	2	54.7093	331.3372	0.0814
"Bishop International"	2017	7	332	3	57.0938	327.6745	0.1877
"Gerald R Ford Intl"	2017	7	969	10	62.7631	394.6462	0.1633
"Fayetteville Regional Grannis Field"	2017	7	112	1	57.5357	331	0.1607
"Brunswick Golden Isles Airport"	2017	7	85	1	43.0588	238	0.1294
"Greater Rochester Intl"	2017	7	703	11	74.5685	488.8055	0.1616
"San Antonio Intl"	2017	7	2936	30	103.1473	752.5231	0.1392
"Harrisburg Intl"	2017	7	262	4	81.1536	532.8202	0.1685
"Easterwood Fld"	2017	7	84	2	26.8353	106.8235	0.0471
"Lincoln"	2017	7	271	4	69.3514	451.7609	0.1232
"Memphis Intl"	2017	7	1287	18	82.9816	569.8964	0.1727
"Charlottesville-Albemarle"	2017	7	129	2	77.6667	530.4565	0.2754
"Plattsburgh Intl"	2017	7	38	3	140.3333	1114.6667	0.1538
"Norfolk Intl"	2017	7	1004	13	81.0973	530.6047	0.1436
"Valley Intl"	2017	7	206	3	45.7847	279.4211	0.1866
"Magic Valley Regional Airport"	2017	7	85	1	32.9412	175	0.0353
"Mobile Rgnl"	2017	7	362	3	61.812	382.0436	0.1717
"City Of Colorado Springs Muni"	2017	7	861	13	90.2365	653.9082	0.155
"Pellston Regional Airport of Emmet County Airport"	2017	7	137	2	39.5286	215.6571	0.0929
"Laredo Intl"	2017	7	165	2	56.7229	351.3614	0.1024
"Joplin Rgnl"	2017	7	60	1	52.8167	327	0.0667
"Albuquerque International Sunport"	2017	7	1721	23	99.738	738.5414	0.1388
"Central Wisconsin"	2017	7	123	1	43.4444	213	0.2963
"Dallas Fort Worth Intl"	2017	7	15869	96	123.8139	942.2393	0.2138
"Wilmington Intl"	2017	7	122	3	51.9675	298.0244	0.1545
"Kodiak"	2017	7	54	1	40.7321	253	0.0714
"Atlantic City Intl"	2017	7	299	7	102.3613	782.4	0.1903
"Detroit Metro Wayne Co"	2017	7	10873	98	100.04	713.3702	0.1407
"John F Kennedy Intl"	2017	7	8289	56	196.7378	1500.6242	0.2514
"Central Illinois Rgnl"	2017	7	219	3	58.3694	336.3288	0.1667
"Muskegon County Airport"	2017	7	55	1	29.4912	118	0.2456
"Richmond Intl"	2017	7	1303	13	83.3076	566.8975	0.1991
"Hattiesburg Laurel Regional Airport"	2017	7	60	1	17.9355	69	0.3387
"Kansas City Intl"	2017	7	4050	39	102.7225	754.2385	0.138
"Ronald Reagan Washington Natl"	2017	7	6183	47	108.2771	781.5262	0.1991
"Idaho Falls Rgnl"	2017	7	222	3	50.6726	313.8072	0.0897
"Tulsa Intl"	2017	7	1191	14	73.7444	496.5188	0.1278
"Southwest Georgia Regional Airport"	2017	7	85	1	35.4	145	0.2
"Springfield Branson Natl"	2017	7	265	4	81.0075	531.8015	0.1536
"Friedman Mem"	2017	7	166	5	62	386.0422	0.1446
"Savannah Hilton Head Intl"	2017	7	686	9	73.5257	501.57	0.1657
"Ted Stevens Anchorage Intl"	2017	7	2074	26	183.5345	1478.0408	0.0725
"Birmingham Intl"	2017	7	968	13	73.6881	472.3344	0.1626
"George Bush Intercontinental"	2017	7	11386	105	115.2326	866.9645	0.157
"Yeager"	2017	7	122	4	79.328	510.336	0.184
"Falls Intl"	2017	7	54	1	45.0926	255	0.037
"Brownsville South Padre Island Intl"	2017	7	103	1	53.5865	308	0.0385
"Greater Binghamton Edwin A Link Fld"	2017	7	85	1	63.4118	378	0.1529
"San Angelo Rgnl Mathis Fld"	2017	7	93	1	41.5161	229	0.1075
"Lihue"	2017	7	1205	11	121.7523	1021.7358	0.0502
"Melbourne Intl"	2017	7	136	1	67.6861	442	0.1679
"Charlotte Douglas Intl"	2017	7	9557	66	105.6531	773.7836	0.234
"Pittsburgh Intl"	2017	7	2648	27	107.1579	778.3102	0.1516
"Nome"	2017	7	60	2	73.3115	521.4918	0.0328
"Lubbock Preston Smith Intl"	2017	7	335	6	65.8279	418.7596	0.1454
"Missoula Intl"	2017	7	310	6	102.4244	765.2444	0.0804
"Cincinnati Northern Kentucky Intl"	2017	7	1975	34	111.0932	793.022	0.1769
"Panama City-NW Florida Bea."	2017	7	474	9	69.7332	456.7458	0.1071
"Albert J Ellis"	2017	7	68	1	65.3088	399	0.2206
"William P Hobby"	2017	7	4780	47	98.2903	727.044	0.212
"Aspen Pitkin County Sardy Field"	2017	7	500	7	70.556	476.776	0.2063
"Des Moines Intl"	2017	7	630	12	87.7904	629.163	0.1366
"South Bend Rgnl"	2017	7	466	5	55.6638	316.1383	0.1702
"Devils Lake Regional Airport"	2017	7	53	2	50.5283	313.3774	0.0943
"Laramie Regional Airport"	2017	7	52	1	26.3462	113	0.1538
"Martha\\'s Vineyard"	2017	7	69	2	30.5352	128.0282	0.2676
"Cedar Rapids"	2017	7	551	5	61.6945	381.357	0.167
"Rhinelander Oneida County Airport"	2017	7	62	1	40.6935	190	0.0645
"Hartsfield Jackson Atlanta Intl"	2017	7	32115	157	94.4612	680.5418	0.1977
"Nantucket Mem"	2017	7	179	3	38.9022	188.5761	0.2717
"Kalamazoo"	2017	7	224	2	31.0826	119.4957	0.1826
"Rogue Valley Intl Medford"	2017	7	303	5	84.5395	580.375	0.1349
"Huntsville International Airport-Carl T Jones Field"	2017	7	364	4	54.375	317.5136	0.1576
"Tucson Intl"	2017	7	1118	13	99.3813	729.8418	0.1307
"Southwest Florida Intl"	2017	7	1752	24	124.9921	917.6381	0.2021
"Spokane Intl"	2017	7	1116	13	95.5528	701.3059	0.1109
"Jamestown Regional Airport"	2017	7	84	2	43.9643	263.8333	0.1429
"Sarasota Bradenton Intl"	2017	7	208	2	81.4402	532.5502	0.1196
"Tampa Intl"	2017	7	5863	53	120.2008	890.8002	0.1875
"Billings Logan International Airport"	2017	7	354	4	77.0845	558.1887	0.0901
"General Mitchell Intl"	2017	7	2644	27	104.8133	750.408	0.1382
"Sioux Falls"	2017	7	449	5	69.9495	476.3341	0.1692
"Fairbanks Intl"	2017	7	369	4	160.6173	1290.4313	0.062
"Brainerd Lakes Rgnl"	2017	7	62	1	27.1613	114	0.0968
"Great Falls Intl"	2017	7	169	4	86.7427	639.6257	0.0468
"Fresno Yosemite Intl"	2017	7	700	9	80.2682	547.4394	0.1056
"Durango La Plata Co"	2017	7	151	3	51.1589	305.2053	0.1589
"Lewiston Nez Perce Co"	2017	7	85	1	67.5647	461	0.0353
"Meadows Fld"	2017	7	205	3	76.2	480.9024	0.1366
"Piedmont Triad"	2017	7	493	6	66.0853	431.0484	0.1434
"Niagara Falls Intl"	2017	7	41	3	105.6889	903.6	0.1333
"Lovell Fld"	2017	7	271	3	59.5143	357.4107	0.2143
"Minot Intl"	2017	7	108	2	74.9911	533.4196	0.0357
"Chisholm Hibbing"	2017	7	52	1	36.8077	174	0.0769
"Palm Springs Intl"	2017	7	486	8	73.2526	486.5811	0.1417
"Dillingham"	2017	7	31	1	49.8065	329	0.129
"Albany Intl"	2017	7	811	12	108.7268	736.9024	0.1756
"Will Rogers World"	2017	7	1313	19	87.308	615.1161	0.1229
"Theodore Francis Green State"	2017	7	1119	12	99.75	668.3904	0.1798
"Asheville Regional Airport"	2017	7	374	4	55.5763	325.2947	0.2632
"Denver Intl"	2017	7	20519	130	117.6074	912.8391	0.1749
"Sloulin Fld Intl"	2017	7	93	2	80.3011	556	0.0968
"Lambert St Louis Intl"	2017	7	4902	51	99.4137	730.0585	0.1712
"Gunnison - Crested Butte"	2017	7	1	1	132	886	0
"Reno Tahoe Intl"	2017	7	1446	17	89.0646	650.6747	0.1678
"Kahului"	2017	7	2165	16	153.2266	1296.3915	0.0484
"Rock Springs Sweetwater County Airport"	2017	7	55	1	44.4464	260	0.0893
"Houghton County Memorial Airport"	2017	7	60	1	60.8871	360	0.1452
"Tri-Cities Regional Airport"	2017	7	182	1	41.6044	227	0.1758
"Southwest Oregon Regional Airport"	2017	7	40	2	85.375	553.3	0.275
"James M Cox Dayton Intl"	2017	7	437	7	71.1047	437.4143	0.1514
"Baton Rouge Metro Ryan Fld"	2017	7	590	4	64.9008	408.4034	0.1176
"Cedar City Rgnl"	2017	7	52	1	38.6346	221	0.1346
"Montrose Regional Airport"	2017	7	42	2	104.3095	735.5476	0.0714
